# Command: cargo run --release -p slate-kv-sim --bin wa_study_paper > docs/porposal/data/wa_study.csv
# Sweep: u_target in {0.5,0.6,0.7,0.8,0.9} x Zipf s in {0.0,0.6,0.9,1.2} x 4 GC arms x seeds {1,2,3} = 240 rows.
# Geometry: FIXED capacity cap_ref_segs=64, seg_recs=64 => 4096 records; n_keys=round(u_target*4096); n_ops=100000 after initial fill.
# realized_u = live_keys/cap_records, read out of simulator state (measured, not derived from u_target).
# wa_steady = WA over the SECOND HALF of n_ops only (excludes initial-fill transient); wa_all = whole post-fill run.
# Arms: single (1 head); hot_cold (2 heads, SAME gross capacity); hot_cold_net (+1 seg, matches allocator-reachable capacity); hot_cold_extra2 (+2 segs, reproduces the original harness's unmatched advantage).
# bound_1_over_1_minus_u = 1/(1-realized_u) using GROSS u; bound_net = 1/(1-realized_u_net) where realized_u_net excludes the GC reserve segments.
# degenerate=true means GC starved or hit its progress guard; such rows are not valid measurements. 0 degenerate rows in this file.
# Platform: macOS 26.5.2 / arm64 / 12 cores / 24 GiB. PURE IN-PROCESS GC MODEL - no flash backend (not FileFlash, not SimFlash), not the SLATE engine.
# Model limits: no RS(12,8) parity, no commit markers, no checkpoints, no encryption. rs_parity_factor=(RS_K+RS_M)/RS_K=1.5000 from crates/slate-kv-erasure/src/lib.rs (RS_K=8, RS_M=4, RS_N=12); column wa_steady_with_rs_parity = wa_steady*1.5.
u_target,s,gc_type,seed,capacity_matched,cap_ref_segs,cap_segs,cap_records,net_records,n_keys,live_keys,realized_u,realized_u_net,wa_all,wa_steady,bound_1_over_1_minus_u,bound_ok,bound_excess_pct,bound_net,bound_net_ok,wa_steady_with_rs_parity,degenerate,victim_live_frac,gc_calls,victims,guard_hits,starves
0.70,0.6,hot_cold_net,3,net,64,65,4160,3968,2867,2867,0.6892,0.7225,2.0563,2.0657,3.2173,true,-35.79,3.6040,true,3.0986,false,0.5164,1546,3196,0,0
0.70,0.6,hot_cold_extra2,1,none,64,66,4224,4032,2867,2867,0.6787,0.7111,1.9828,1.9908,3.1127,true,-36.04,3.4609,true,2.9862,false,0.4986,1545,3080,0,0
0.70,0.6,hot_cold_extra2,2,none,64,66,4224,4032,2867,2867,0.6787,0.7111,1.9913,2.0009,3.1127,true,-35.72,3.4609,true,3.0013,false,0.5008,1545,3093,0,0
0.70,0.6,hot_cold_extra2,3,none,64,66,4224,4032,2867,2867,0.6787,0.7111,1.9881,1.9936,3.1127,true,-35.95,3.4609,true,2.9903,false,0.4999,1545,3088,0,0
0.80,0.6,single,1,reference,64,64,4096,3968,3277,3277,0.8000,0.8259,3.2081,3.2280,5.0012,true,-35.45,5.7424,true,4.8421,false,0.6899,1275,5001,0,0
0.80,0.6,single,2,reference,64,64,4096,3968,3277,3277,0.8000,0.8259,3.2173,3.2337,5.0012,true,-35.34,5.7424,true,4.8506,false,0.6907,1278,5016,0,0
0.80,0.6,single,3,reference,64,64,4096,3968,3277,3277,0.8000,0.8259,3.2154,3.2359,5.0012,true,-35.30,5.7424,true,4.8539,false,0.6905,1276,5013,0,0
0.80,0.6,hot_cold,1,gross,64,64,4096,3904,3277,3277,0.8000,0.8394,3.2149,3.2322,5.0012,true,-35.37,6.2265,true,4.8484,false,0.6904,1553,5013,0,0
0.80,0.6,hot_cold,2,gross,64,64,4096,3904,3277,3277,0.8000,0.8394,3.2105,3.2233,5.0012,true,-35.55,6.2265,true,4.8350,false,0.6899,1553,5006,0,0
0.80,0.6,hot_cold,3,gross,64,64,4096,3904,3277,3277,0.8000,0.8394,3.2124,3.2286,5.0012,true,-35.44,6.2265,true,4.8429,false,0.6901,1553,5009,0,0
0.80,0.6,hot_cold_net,1,net,64,65,4160,3968,3277,3277,0.7877,0.8259,2.9941,3.0121,4.7112,true,-36.06,5.7424,true,4.5182,false,0.6676,1552,4667,0,0
0.80,0.6,hot_cold_net,2,net,64,65,4160,3968,3277,3277,0.7877,0.8259,3.0082,3.0276,4.7112,true,-35.74,5.7424,true,4.5414,false,0.6692,1552,4689,0,0
0.80,0.6,hot_cold_net,3,net,64,65,4160,3968,3277,3277,0.7877,0.8259,3.0070,3.0211,4.7112,true,-35.87,5.7424,true,4.5317,false,0.6691,1552,4687,0,0
0.80,0.6,hot_cold_extra2,1,none,64,66,4224,4032,3277,3277,0.7758,0.8127,2.8225,2.8355,4.4604,true,-36.43,5.3404,true,4.2533,false,0.6475,1551,4398,0,0
0.80,0.6,hot_cold_extra2,2,none,64,66,4224,4032,3277,3277,0.7758,0.8127,2.8284,2.8384,4.4604,true,-36.36,5.3404,true,4.2576,false,0.6483,1551,4407,0,0
0.80,0.6,hot_cold_extra2,3,none,64,66,4224,4032,3277,3277,0.7758,0.8127,2.8354,2.8457,4.4604,true,-36.20,5.3404,true,4.2686,false,0.6491,1551,4418,0,0
0.90,0.6,single,1,reference,64,64,4096,3968,3686,3686,0.8999,0.9289,7.3943,7.4185,9.9902,true,-25.74,14.0709,true,11.1277,false,0.8651,1478,11549,0,0
0.90,0.6,single,2,reference,64,64,4096,3968,3686,3686,0.8999,0.9289,7.4029,7.4264,9.9902,true,-25.66,14.0709,true,11.1396,false,0.8653,1479,11562,0,0
0.90,0.6,single,3,reference,64,64,4096,3968,3686,3686,0.8999,0.9289,7.4115,7.4346,9.9902,true,-25.58,14.0709,true,11.1519,false,0.8655,1476,11575,0,0
0.90,0.6,hot_cold,1,gross,64,64,4096,3904,3686,3686,0.8999,0.9442,7.6790,7.6970,9.9902,true,-22.96,17.9083,true,11.5455,false,0.8700,1560,11995,0,0
0.90,0.6,hot_cold,2,gross,64,64,4096,3904,3686,3686,0.8999,0.9442,7.6975,7.6930,9.9902,true,-22.99,17.9083,true,11.5396,false,0.8703,1560,12024,0,0
0.90,0.6,hot_cold,3,gross,64,64,4096,3904,3686,3686,0.8999,0.9442,7.7129,7.7059,9.9902,true,-22.87,17.9083,true,11.5588,false,0.8705,1561,12049,0,0
0.90,0.6,hot_cold_net,1,net,64,65,4160,3968,3686,3686,0.8861,0.9289,6.3164,6.3299,8.7764,true,-27.88,14.0709,true,9.4948,false,0.8421,1559,9865,0,0
0.90,0.6,hot_cold_net,2,net,64,65,4160,3968,3686,3686,0.8861,0.9289,6.3113,6.3580,8.7764,true,-27.56,14.0709,true,9.5371,false,0.8419,1559,9857,0,0
0.90,0.6,hot_cold_net,3,net,64,65,4160,3968,3686,3686,0.8861,0.9289,6.3216,6.3428,8.7764,true,-27.73,14.0709,true,9.5142,false,0.8422,1559,9873,0,0
0.90,0.6,hot_cold_extra2,1,none,64,66,4224,4032,3686,3686,0.8726,0.9142,5.4166,5.4300,7.8513,true,-30.84,11.6532,true,8.1451,false,0.8159,1558,8458,0,0
0.90,0.6,hot_cold_extra2,2,none,64,66,4224,4032,3686,3686,0.8726,0.9142,5.3980,5.3982,7.8513,true,-31.24,11.6532,true,8.0973,false,0.8153,1558,8429,0,0
0.90,0.6,hot_cold_extra2,3,none,64,66,4224,4032,3686,3686,0.8726,0.9142,5.4319,5.4428,7.8513,true,-30.68,11.6532,true,8.1642,false,0.8164,1558,8482,0,0
0.50,0.9,single,1,reference,64,64,4096,3968,2048,2048,0.5000,0.5161,1.4763,1.4897,2.0000,true,-25.51,2.0667,true,2.2346,false,0.3270,1138,2276,0,0
0.50,0.9,single,2,reference,64,64,4096,3968,2048,2048,0.5000,0.5161,1.4783,1.4941,2.0000,true,-25.30,2.0667,true,2.2411,false,0.3277,1140,2280,0,0
0.50,0.9,single,3,reference,64,64,4096,3968,2048,2048,0.5000,0.5161,1.4800,1.4944,2.0000,true,-25.28,2.0667,true,2.2416,false,0.3287,1141,2282,0,0
0.50,0.9,hot_cold,1,gross,64,64,4096,3904,2048,2048,0.5000,0.5246,1.4233,1.4352,2.0000,true,-28.24,2.1034,true,2.1528,false,0.3013,1534,2195,0,0
0.50,0.9,hot_cold,2,gross,64,64,4096,3904,2048,2048,0.5000,0.5246,1.4241,1.4365,2.0000,true,-28.17,2.1034,true,2.1548,false,0.3018,1534,2196,0,0
0.50,0.9,hot_cold,3,gross,64,64,4096,3904,2048,2048,0.5000,0.5246,1.4233,1.4321,2.0000,true,-28.40,2.1034,true,2.1481,false,0.3014,1534,2195,0,0
0.50,0.9,hot_cold_net,1,net,64,65,4160,3968,2048,2048,0.4923,0.5161,1.4049,1.4173,1.9697,true,-28.04,2.0667,true,2.1260,false,0.2922,1533,2165,0,0
0.50,0.9,hot_cold_net,2,net,64,65,4160,3968,2048,2048,0.4923,0.5161,1.4072,1.4171,1.9697,true,-28.06,2.0667,true,2.1256,false,0.2934,1533,2169,0,0
0.50,0.9,hot_cold_net,3,net,64,65,4160,3968,2048,2048,0.4923,0.5161,1.4099,1.4197,1.9697,true,-27.92,2.0667,true,2.1296,false,0.2947,1533,2173,0,0
0.50,0.9,hot_cold_extra2,1,none,64,66,4224,4032,2048,2048,0.4848,0.5079,1.3897,1.4025,1.9412,true,-27.75,2.0323,true,2.1038,false,0.2845,1532,2140,0,0
0.50,0.9,hot_cold_extra2,2,none,64,66,4224,4032,2048,2048,0.4848,0.5079,1.3932,1.4024,1.9412,true,-27.76,2.0323,true,2.1036,false,0.2863,1532,2146,0,0
0.50,0.9,hot_cold_extra2,3,none,64,66,4224,4032,2048,2048,0.4848,0.5079,1.3913,1.4000,1.9412,true,-27.88,2.0323,true,2.1000,false,0.2853,1532,2143,0,0
0.60,0.9,single,1,reference,64,64,4096,3968,2458,2458,0.6001,0.6195,1.7320,1.7486,2.5006,true,-30.07,2.6278,true,2.6229,false,0.4264,1341,2682,0,0
0.60,0.9,single,2,reference,64,64,4096,3968,2458,2458,0.6001,0.6195,1.7309,1.7465,2.5006,true,-30.16,2.6278,true,2.6197,false,0.4261,1340,2680,0,0
0.60,0.9,single,3,reference,64,64,4096,3968,2458,2458,0.6001,0.6195,1.7333,1.7482,2.5006,true,-30.09,2.6278,true,2.6223,false,0.4269,1342,2684,0,0
0.60,0.9,hot_cold,1,gross,64,64,4096,3904,2458,2458,0.6001,0.6296,1.6903,1.7073,2.5006,true,-31.72,2.6999,true,2.5610,false,0.4120,1540,2618,0,0
0.60,0.9,hot_cold,2,gross,64,64,4096,3904,2458,2458,0.6001,0.6296,1.6962,1.7120,2.5006,true,-31.54,2.6999,true,2.5680,false,0.4141,1540,2627,0,0
0.60,0.9,hot_cold,3,gross,64,64,4096,3904,2458,2458,0.6001,0.6296,1.6981,1.7147,2.5006,true,-31.43,2.6999,true,2.5721,false,0.4146,1541,2631,0,0
0.60,0.9,hot_cold_net,1,net,64,65,4160,3968,2458,2458,0.5909,0.6195,1.6622,1.6759,2.4442,true,-31.43,2.6278,true,2.5139,false,0.4021,1539,2573,0,0
0.60,0.9,hot_cold_net,2,net,64,65,4160,3968,2458,2458,0.5909,0.6195,1.6604,1.6749,2.4442,true,-31.47,2.6278,true,2.5124,false,0.4015,1539,2570,0,0
0.60,0.9,hot_cold_net,3,net,64,65,4160,3968,2458,2458,0.5909,0.6195,1.6647,1.6797,2.4442,true,-31.28,2.6278,true,2.5195,false,0.4030,1539,2577,0,0
0.60,0.9,hot_cold_extra2,1,none,64,66,4224,4032,2458,2458,0.5819,0.6096,1.6322,1.6490,2.3918,true,-31.06,2.5616,true,2.4735,false,0.3912,1538,2525,0,0
0.60,0.9,hot_cold_extra2,2,none,64,66,4224,4032,2458,2458,0.5819,0.6096,1.6307,1.6421,2.3918,true,-31.35,2.5616,true,2.4632,false,0.3906,1538,2523,0,0
0.60,0.9,hot_cold_extra2,3,none,64,66,4224,4032,2458,2458,0.5819,0.6096,1.6355,1.6494,2.3918,true,-31.04,2.5616,true,2.4742,false,0.3925,1538,2530,0,0
0.70,0.9,single,1,reference,64,64,4096,3968,2867,2867,0.7000,0.7225,2.2673,2.2961,3.3328,true,-31.11,3.6040,true,3.4441,false,0.5617,1187,3525,0,0
0.70,0.9,single,2,reference,64,64,4096,3968,2867,2867,0.7000,0.7225,2.2712,2.2987,3.3328,true,-31.03,3.6040,true,3.4481,false,0.5625,1187,3531,0,0
0.70,0.9,single,3,reference,64,64,4096,3968,2867,2867,0.7000,0.7225,2.2705,2.2970,3.3328,true,-31.08,3.6040,true,3.4455,false,0.5624,1187,3530,0,0
0.70,0.9,hot_cold,1,gross,64,64,4096,3904,2867,2867,0.7000,0.7344,2.1870,2.2093,3.3328,true,-33.71,3.7647,true,3.3139,false,0.5452,1548,3402,0,0
0.70,0.9,hot_cold,2,gross,64,64,4096,3904,2867,2867,0.7000,0.7344,2.1814,2.1996,3.3328,true,-34.00,3.7647,true,3.2994,false,0.5442,1547,3392,0,0
0.70,0.9,hot_cold,3,gross,64,64,4096,3904,2867,2867,0.7000,0.7344,2.1890,2.2085,3.3328,true,-33.73,3.7647,true,3.3128,false,0.5458,1547,3404,0,0
0.70,0.9,hot_cold_net,1,net,64,65,4160,3968,2867,2867,0.6892,0.7225,2.1064,2.1238,3.2173,true,-33.99,3.6040,true,3.1858,false,0.5280,1546,3274,0,0
0.70,0.9,hot_cold_net,2,net,64,65,4160,3968,2867,2867,0.6892,0.7225,2.1154,2.1367,3.2173,true,-33.59,3.6040,true,3.2050,false,0.5300,1546,3288,0,0
0.70,0.9,hot_cold_net,3,net,64,65,4160,3968,2867,2867,0.6892,0.7225,2.1160,2.1331,3.2173,true,-33.70,3.6040,true,3.1996,false,0.5302,1546,3289,0,0
0.70,0.9,hot_cold_extra2,1,none,64,66,4224,4032,2867,2867,0.6787,0.7111,2.0419,2.0537,3.1127,true,-34.02,3.4609,true,3.0806,false,0.5132,1545,3172,0,0
0.70,0.9,hot_cold_extra2,2,none,64,66,4224,4032,2867,2867,0.6787,0.7111,2.0462,2.0661,3.1127,true,-33.62,3.4609,true,3.0991,false,0.5142,1545,3179,0,0
0.70,0.9,hot_cold_extra2,3,none,64,66,4224,4032,2867,2867,0.6787,0.7111,2.0468,2.0610,3.1127,true,-33.79,3.4609,true,3.0915,false,0.5143,1545,3180,0,0
0.80,0.9,single,1,reference,64,64,4096,3968,3277,3277,0.8000,0.8259,3.2899,3.3123,5.0012,true,-33.77,5.7424,true,4.9684,false,0.6976,1327,5129,0,0
0.80,0.9,single,2,reference,64,64,4096,3968,3277,3277,0.8000,0.8259,3.2803,3.3144,5.0012,true,-33.73,5.7424,true,4.9716,false,0.6967,1322,5114,0,0
0.80,0.9,single,3,reference,64,64,4096,3968,3277,3277,0.8000,0.8259,3.2881,3.3104,5.0012,true,-33.81,5.7424,true,4.9656,false,0.6975,1320,5126,0,0
0.80,0.9,hot_cold,1,gross,64,64,4096,3904,3277,3277,0.8000,0.8394,3.2118,3.2362,5.0012,true,-35.29,6.2265,true,4.8543,false,0.6901,1553,5008,0,0
0.80,0.9,hot_cold,2,gross,64,64,4096,3904,3277,3277,0.8000,0.8394,3.2187,3.2500,5.0012,true,-35.02,6.2265,true,4.8749,false,0.6907,1553,5019,0,0
0.80,0.9,hot_cold,3,gross,64,64,4096,3904,3277,3277,0.8000,0.8394,3.2176,3.2426,5.0012,true,-35.16,6.2265,true,4.8638,false,0.6906,1553,5017,0,0
0.80,0.9,hot_cold_net,1,net,64,65,4160,3968,3277,3277,0.7877,0.8259,3.0401,3.0620,4.7112,true,-35.01,5.7424,true,4.5929,false,0.6726,1552,4739,0,0
0.80,0.9,hot_cold_net,2,net,64,65,4160,3968,3277,3277,0.7877,0.8259,3.0235,3.0607,4.7112,true,-35.03,5.7424,true,4.5911,false,0.6709,1552,4713,0,0
0.80,0.9,hot_cold_net,3,net,64,65,4160,3968,3277,3277,0.7877,0.8259,3.0383,3.0494,4.7112,true,-35.27,5.7424,true,4.5741,false,0.6725,1552,4736,0,0
0.80,0.9,hot_cold_extra2,1,none,64,66,4224,4032,3277,3277,0.7758,0.8127,2.8688,2.8922,4.4604,true,-35.16,5.3404,true,4.3382,false,0.6532,1551,4470,0,0
0.80,0.9,hot_cold_extra2,2,none,64,66,4224,4032,3277,3277,0.7758,0.8127,2.8681,2.8971,4.4604,true,-35.05,5.3404,true,4.3457,false,0.6531,1551,4469,0,0
0.80,0.9,hot_cold_extra2,3,none,64,66,4224,4032,3277,3277,0.7758,0.8127,2.8859,2.9098,4.4604,true,-34.76,5.3404,true,4.3647,false,0.6553,1551,4497,0,0
0.90,0.9,single,1,reference,64,64,4096,3968,3686,3686,0.8999,0.9289,7.1798,7.2361,9.9902,true,-27.57,14.0709,true,10.8541,false,0.8611,1481,11214,0,0
0.90,0.9,single,2,reference,64,64,4096,3968,3686,3686,0.8999,0.9289,7.2241,7.2607,9.9902,true,-27.32,14.0709,true,10.8911,false,0.8619,1483,11283,0,0
0.90,0.9,single,3,reference,64,64,4096,3968,3686,3686,0.8999,0.9289,7.1938,7.1820,9.9902,true,-28.11,14.0709,true,10.7730,false,0.8614,1480,11235,0,0
0.90,0.9,hot_cold,1,gross,64,64,4096,3904,3686,3686,0.8999,0.9442,6.7043,6.6973,9.9902,true,-32.96,17.9083,true,10.0460,false,0.8511,1560,10472,0,0
0.90,0.9,hot_cold,2,gross,64,64,4096,3904,3686,3686,0.8999,0.9442,6.7222,6.7202,9.9902,true,-32.73,17.9083,true,10.0803,false,0.8515,1560,10500,0,0
0.90,0.9,hot_cold,3,gross,64,64,4096,3904,3686,3686,0.8999,0.9442,6.7241,6.7383,9.9902,true,-32.55,17.9083,true,10.1074,false,0.8516,1560,10503,0,0
0.90,0.9,hot_cold_net,1,net,64,65,4160,3968,3686,3686,0.8861,0.9289,5.6688,5.6874,8.7764,true,-35.20,14.0709,true,8.5311,false,0.8239,1560,8854,0,0
0.90,0.9,hot_cold_net,2,net,64,65,4160,3968,3686,3686,0.8861,0.9289,5.6528,5.6963,8.7764,true,-35.09,14.0709,true,8.5445,false,0.8235,1559,8828,0,0
0.90,0.9,hot_cold_net,3,net,64,65,4160,3968,3686,3686,0.8861,0.9289,5.6464,5.6988,8.7764,true,-35.07,14.0709,true,8.5483,false,0.8233,1559,8818,0,0
0.90,0.9,hot_cold_extra2,1,none,64,66,4224,4032,3686,3686,0.8726,0.9142,4.9884,5.0321,7.8513,true,-35.91,11.6532,true,7.5481,false,0.8001,1558,7789,0,0
0.90,0.9,hot_cold_extra2,2,none,64,66,4224,4032,3686,3686,0.8726,0.9142,4.9904,5.0129,7.8513,true,-36.15,11.6532,true,7.5194,false,0.8002,1558,7792,0,0
0.90,0.9,hot_cold_extra2,3,none,64,66,4224,4032,3686,3686,0.8726,0.9142,4.9743,5.0012,7.8513,true,-36.30,11.6532,true,7.5018,false,0.7995,1558,7767,0,0
0.50,1.2,single,1,reference,64,64,4096,3968,2048,2048,0.5000,0.5161,1.5090,1.5500,2.0000,true,-22.50,2.0667,true,2.3250,false,0.3416,1164,2328,0,0
0.50,1.2,single,2,reference,64,64,4096,3968,2048,2048,0.5000,0.5161,1.5017,1.5384,2.0000,true,-23.08,2.0667,true,2.3076,false,0.3385,1158,2316,0,0
0.50,1.2,single,3,reference,64,64,4096,3968,2048,2048,0.5000,0.5161,1.5053,1.5435,2.0000,true,-22.82,2.0667,true,2.3153,false,0.3400,1161,2322,0,0
0.50,1.2,hot_cold,1,gross,64,64,4096,3904,2048,2048,0.5000,0.5246,1.4375,1.4825,2.0000,true,-25.87,2.1034,true,2.2238,false,0.3083,1534,2217,0,0
0.50,1.2,hot_cold,2,gross,64,64,4096,3904,2048,2048,0.5000,0.5246,1.4376,1.4803,2.0000,true,-25.99,2.1034,true,2.2204,false,0.3084,1534,2217,0,0
0.50,1.2,hot_cold,3,gross,64,64,4096,3904,2048,2048,0.5000,0.5246,1.4403,1.4802,2.0000,true,-25.99,2.1034,true,2.2204,false,0.3097,1534,2221,0,0
0.50,1.2,hot_cold_net,1,net,64,65,4160,3968,2048,2048,0.4923,0.5161,1.4179,1.4570,1.9697,true,-26.03,2.0667,true,2.1856,false,0.2988,1533,2185,0,0
0.50,1.2,hot_cold_net,2,net,64,65,4160,3968,2048,2048,0.4923,0.5161,1.4165,1.4571,1.9697,true,-26.03,2.0667,true,2.1856,false,0.2981,1533,2183,0,0
0.50,1.2,hot_cold_net,3,net,64,65,4160,3968,2048,2048,0.4923,0.5161,1.4159,1.4506,1.9697,true,-26.36,2.0667,true,2.1759,false,0.2978,1533,2182,0,0
0.50,1.2,hot_cold_extra2,1,none,64,66,4224,4032,2048,2048,0.4848,0.5079,1.4015,1.4384,1.9412,true,-25.90,2.0323,true,2.1576,false,0.2906,1532,2159,0,0
0.50,1.2,hot_cold_extra2,2,none,64,66,4224,4032,2048,2048,0.4848,0.5079,1.4024,1.4433,1.9412,true,-25.65,2.0323,true,2.1650,false,0.2911,1532,2160,0,0
0.50,1.2,hot_cold_extra2,3,none,64,66,4224,4032,2048,2048,0.4848,0.5079,1.4011,1.4376,1.9412,true,-25.94,2.0323,true,2.1564,false,0.2904,1532,2158,0,0
0.60,1.2,single,1,reference,64,64,4096,3968,2458,2458,0.6001,0.6195,1.7259,1.7748,2.5006,true,-29.02,2.6278,true,2.6622,false,0.4243,1335,2673,0,0
0.60,1.2,single,2,reference,64,64,4096,3968,2458,2458,0.6001,0.6195,1.7270,1.7761,2.5006,true,-28.97,2.6278,true,2.6641,false,0.4248,1336,2674,0,0
0.60,1.2,single,3,reference,64,64,4096,3968,2458,2458,0.6001,0.6195,1.7265,1.7718,2.5006,true,-29.15,2.6278,true,2.6577,false,0.4245,1334,2674,0,0
0.60,1.2,hot_cold,1,gross,64,64,4096,3904,2458,2458,0.6001,0.6296,1.6707,1.7238,2.5006,true,-31.06,2.6999,true,2.5857,false,0.4049,1541,2588,0,0
0.60,1.2,hot_cold,2,gross,64,64,4096,3904,2458,2458,0.6001,0.6296,1.6712,1.7207,2.5006,true,-31.19,2.6999,true,2.5810,false,0.4052,1540,2588,0,0
0.60,1.2,hot_cold,3,gross,64,64,4096,3904,2458,2458,0.6001,0.6296,1.6758,1.7251,2.5006,true,-31.01,2.6999,true,2.5876,false,0.4069,1540,2595,0,0
0.60,1.2,hot_cold_net,1,net,64,65,4160,3968,2458,2458,0.5909,0.6195,1.6481,1.6990,2.4442,true,-30.49,2.6278,true,2.5485,false,0.3969,1539,2551,0,0
0.60,1.2,hot_cold_net,2,net,64,65,4160,3968,2458,2458,0.5909,0.6195,1.6509,1.7082,2.4442,true,-30.11,2.6278,true,2.5624,false,0.3980,1539,2555,0,0
0.60,1.2,hot_cold_net,3,net,64,65,4160,3968,2458,2458,0.5909,0.6195,1.6488,1.6966,2.4442,true,-30.59,2.6278,true,2.5449,false,0.3973,1539,2552,0,0
0.60,1.2,hot_cold_extra2,1,none,64,66,4224,4032,2458,2458,0.5819,0.6096,1.6237,1.6717,2.3918,true,-30.11,2.5616,true,2.5076,false,0.3880,1538,2512,0,0
0.60,1.2,hot_cold_extra2,2,none,64,66,4224,4032,2458,2458,0.5819,0.6096,1.6153,1.6705,2.3918,true,-30.16,2.5616,true,2.5057,false,0.3847,1538,2499,0,0
0.60,1.2,hot_cold_extra2,3,none,64,66,4224,4032,2458,2458,0.5819,0.6096,1.6251,1.6748,2.3918,true,-29.98,2.5616,true,2.5122,false,0.3885,1538,2514,0,0
0.70,1.2,single,1,reference,64,64,4096,3968,2867,2867,0.7000,0.7225,2.4091,2.5016,3.3328,true,-24.94,3.6040,true,3.7524,false,0.5876,1288,3747,0,0
0.70,1.2,single,2,reference,64,64,4096,3968,2867,2867,0.7000,0.7225,2.3894,2.4880,3.3328,true,-25.35,3.6040,true,3.7321,false,0.5842,1285,3716,0,0
0.70,1.2,single,3,reference,64,64,4096,3968,2867,2867,0.7000,0.7225,2.4208,2.5211,3.3328,true,-24.35,3.6040,true,3.7817,false,0.5896,1295,3765,0,0
0.70,1.2,hot_cold,1,gross,64,64,4096,3904,2867,2867,0.7000,0.7344,1.9926,2.0485,3.3328,true,-38.53,3.7647,true,3.0728,false,0.5008,1547,3097,0,0
0.70,1.2,hot_cold,2,gross,64,64,4096,3904,2867,2867,0.7000,0.7344,1.9828,2.0315,3.3328,true,-39.04,3.7647,true,3.0473,false,0.4983,1547,3082,0,0
0.70,1.2,hot_cold,3,gross,64,64,4096,3904,2867,2867,0.7000,0.7344,1.9900,2.0483,3.3328,true,-38.54,3.7647,true,3.0725,false,0.5001,1547,3093,0,0
0.70,1.2,hot_cold_net,1,net,64,65,4160,3968,2867,2867,0.6892,0.7225,1.9503,2.0100,3.2173,true,-37.53,3.6040,true,3.0150,false,0.4900,1546,3030,0,0
0.70,1.2,hot_cold_net,2,net,64,65,4160,3968,2867,2867,0.6892,0.7225,1.9484,2.0089,3.2173,true,-37.56,3.6040,true,3.0133,false,0.4896,1546,3027,0,0
0.70,1.2,hot_cold_net,3,net,64,65,4160,3968,2867,2867,0.6892,0.7225,1.9476,2.0084,3.2173,true,-37.58,3.6040,true,3.0126,false,0.4893,1546,3026,0,0
0.70,1.2,hot_cold_extra2,1,none,64,66,4224,4032,2867,2867,0.6787,0.7111,1.9151,1.9755,3.1127,true,-36.54,3.4609,true,2.9632,false,0.4808,1545,2974,0,0
0.70,1.2,hot_cold_extra2,2,none,64,66,4224,4032,2867,2867,0.6787,0.7111,1.9074,1.9687,3.1127,true,-36.75,3.4609,true,2.9531,false,0.4786,1545,2962,0,0
0.70,1.2,hot_cold_extra2,3,none,64,66,4224,4032,2867,2867,0.6787,0.7111,1.9075,1.9689,3.1127,true,-36.75,3.4609,true,2.9534,false,0.4787,1545,2962,0,0
0.80,1.2,single,1,reference,64,64,4096,3968,3277,3277,0.8000,0.8259,3.3541,3.4528,5.0012,true,-30.96,5.7424,true,5.1792,false,0.7033,1368,5230,0,0
0.80,1.2,single,2,reference,64,64,4096,3968,3277,3277,0.8000,0.8259,3.3400,3.4417,5.0012,true,-31.18,5.7424,true,5.1626,false,0.7022,1368,5207,0,0
0.80,1.2,single,3,reference,64,64,4096,3968,3277,3277,0.8000,0.8259,3.3514,3.4493,5.0012,true,-31.03,5.7424,true,5.1740,false,0.7032,1371,5225,0,0
0.80,1.2,hot_cold,1,gross,64,64,4096,3904,3277,3277,0.8000,0.8394,2.5513,2.6013,5.0012,true,-47.99,6.2265,true,3.9020,false,0.6096,1553,3976,0,0
0.80,1.2,hot_cold,2,gross,64,64,4096,3904,3277,3277,0.8000,0.8394,2.5423,2.5959,5.0012,true,-48.09,6.2265,true,3.8939,false,0.6082,1553,3962,0,0
0.80,1.2,hot_cold,3,gross,64,64,4096,3904,3277,3277,0.8000,0.8394,2.5359,2.5949,5.0012,true,-48.11,6.2265,true,3.8924,false,0.6073,1553,3952,0,0
0.80,1.2,hot_cold_net,1,net,64,65,4160,3968,3277,3277,0.7877,0.8259,2.4496,2.5017,4.7112,true,-46.90,5.7424,true,3.7526,false,0.5935,1552,3816,0,0
0.80,1.2,hot_cold_net,2,net,64,65,4160,3968,3277,3277,0.7877,0.8259,2.4361,2.4963,4.7112,true,-47.01,5.7424,true,3.7445,false,0.5913,1552,3795,0,0
0.80,1.2,hot_cold_net,3,net,64,65,4160,3968,3277,3277,0.7877,0.8259,2.4387,2.5002,4.7112,true,-46.93,5.7424,true,3.7503,false,0.5917,1552,3799,0,0
0.80,1.2,hot_cold_extra2,1,none,64,66,4224,4032,3277,3277,0.7758,0.8127,2.3676,2.4171,4.4604,true,-45.81,5.3404,true,3.6257,false,0.5796,1551,3687,0,0
0.80,1.2,hot_cold_extra2,2,none,64,66,4224,4032,3277,3277,0.7758,0.8127,2.3522,2.4066,4.4604,true,-46.05,5.3404,true,3.6099,false,0.5768,1551,3663,0,0
0.80,1.2,hot_cold_extra2,3,none,64,66,4224,4032,3277,3277,0.7758,0.8127,2.3503,2.4119,4.4604,true,-45.93,5.3404,true,3.6178,false,0.5765,1551,3660,0,0
