# SLATE paper measurement: partial-key cuckoo index cost (load factor, bytes/key, probes, fingerprint collisions, stash)
# cmd=cargo run --release -p slate-kv-core --example paper_index
# source=crates/slate-kv-core/examples/paper_index.rs (added this session)
# constants (crates/slate-kv-core/src/config.rs @ HEAD 970324f): BUCKET_SLOTS=4 STASH_SIZE=8 FP_BITS=8 OFF_BITS=24
#   MAX_KICKS=500 N_BUCKETS=2048 (compile-time default) MAX_INDEX_SLOTS=65536
# platform=macOS 26.5.2 / arm64 / 12 cores / 24 GiB. Pure in-RAM computation on the real Index type: NO flash, NO
#   simulator, NO device. Byte counts are u32-slot arithmetic and so are identical on the 32-bit targets; the
#   load-factor / probe / collision counts are hardware-independent.
# 8 RNG seeds x 7 table sizes x 2 key families = 112 rows. Each row: fill to first insertion failure, then refill a
#   fresh table to floor(0.95*capacity) and measure every stored key plus 200000 absent keys.
# KEY FAMILIES matter and are NOT interchangeable: fingerprint() is the top byte of FNV-1a, whose high bits are
#   mixed only through the multiply chain. key_family=sequential (tag|seed|little-endian ordinal, i.e. what an
#   application writing sensor_%06d keys produces) leaves the high ordinal bytes constant and yields a SKEWED
#   fingerprint distribution -- its collision rate is not comparable to the uniform 2b*2^-f bound and one seed
#   (seed=13) reaches 0.177 at n_buckets=16384. key_family=mixed passes the ordinal through a SplitMix64 bijection
#   first and is the uniform population the bound assumes. Compare the bound against key_family=mixed.
# bounds: probes_bound = 2*BUCKET_SLOTS + STASH_SIZE = 16 (candidates() scans both buckets and the whole stash
#   unconditionally, so probes are EXACTLY 16 for every lookup -- mean = max = worst case, not a bound that is
#   merely respected). fp_bound_2b = 2b*2^-f = 0.03125. fp_bound_realized_occupancy and
#   fp_bound_measured_distribution recompute that bound using the MEASURED occupied-slot count and the MEASURED
#   fingerprint histograms respectively; they are the honest comparators.
# fp_rate_present counts lookups of a STORED key whose candidate set contains an offset belonging to a different
#   key; fp_rate_absent counts lookups of a never-inserted key returning any candidate at all. Both come with
#   Wilson 95% intervals (fp_ci_lo_*/fp_ci_hi_*).
# index_ram_bytes = arena_bytes + size_of::<Index>() measured on riscv32imc (80 B); the arena is the dominant term.
# See ram_working_set.csv for the full engine working set and the 64 KiB budget arithmetic.
key_family,n_buckets,n_slots,arena_bytes,stash_ram_bytes,index_ram_bytes,seed,table_capacity,keys_at_first_failure,alpha_at_failure,stash_occ_at_failure,arena_bytes_per_key_at_failure,index_bytes_per_key_at_failure,alpha095_target_keys,alpha095_all_inserted,keys_at_alpha095,stash_occ_at_alpha095,arena_bytes_per_key_at_alpha095,lookups_total,probes_mean,probes_max,probes_bound,cand_mean_present,cand_max_present,fp_lookups_present,fp_hits_present,fp_rate_present,fp_ci_lo_present,fp_ci_hi_present,fp_extra_per_lookup_present,fp_lookups_absent,fp_hits_absent,fp_rate_absent,fp_ci_lo_absent,fp_ci_hi_absent,fp_extra_per_lookup_absent,occupied_slots_per_absent_lookup,fp_bound_2b,fp_bound_realized_occupancy,fp_distinct_stored,fp_distinct_absent,fp_match_prob_measured,fp_bound_measured_distribution
sequential,16384,65536,262144,64,262240,1,65536,64594,0.985626,8,4.0583,4.0598,62259,1,62259,0,4.2105,262259,16.0,16,16,1.015387,2,62259,958,0.01538733,0.01444995,0.01638452,0.015387,200000,2840,0.0142,0.01369072,0.01472794,0.0142,7.582105,0.03125,0.0292396,255,255,0.00393687,0.02946583
sequential,16384,65536,262144,64,262240,2,65536,64667,0.98674,8,4.0538,4.0552,62259,1,62259,0,4.2105,262259,16.0,16,16,1.014584,2,62259,908,0.01458424,0.01367207,0.0155563,0.014584,200000,4827,0.024135,0.02347149,0.02481679,0.024275,7.58348,0.03125,0.02924482,255,255,0.00393639,0.02946754
sequential,16384,65536,262144,64,262240,3,65536,64555,0.985031,8,4.0608,4.0623,62259,1,62259,0,4.2105,262259,16.0,16,16,1.015516,2,62259,966,0.01551583,0.01457447,0.01651697,0.015516,200000,4693,0.023465,0.02281068,0.02413763,0.023625,7.58463,0.03125,0.02924919,255,255,0.00393733,0.02947887
sequential,16384,65536,262144,64,262240,5,65536,64588,0.985535,8,4.0587,4.0602,62259,1,62259,0,4.2105,262259,16.0,16,16,1.015002,2,62259,934,0.01500185,0.01407648,0.01598706,0.015002,200000,3022,0.01511,0.0145846,0.01565403,0.01512,7.5795,0.03125,0.0292297,255,255,0.00393625,0.02945128
sequential,16384,65536,262144,64,262240,8,65536,64476,0.983826,8,4.0658,4.0672,62259,1,62259,0,4.2105,262259,16.0,16,16,1.015452,2,62259,962,0.01545158,0.01451221,0.01645075,0.015452,200000,4057,0.020285,0.01967632,0.02091211,0.02035,7.601695,0.03125,0.02931403,255,255,0.00393663,0.02953907
sequential,16384,65536,262144,64,262240,13,65536,64641,0.986343,8,4.0554,4.0569,62259,1,62259,0,4.2105,262259,16.0,16,16,1.014777,2,62259,920,0.01477698,0.01385869,0.01575514,0.014777,200000,35369,0.176845,0.17517908,0.17852333,0.17923,7.652485,0.03125,0.02950697,255,255,0.00393585,0.02972763
sequential,16384,65536,262144,64,262240,21,65536,64517,0.984451,8,4.0632,4.0647,62259,1,62259,0,4.2105,262259,16.0,16,16,1.01497,2,62259,932,0.01496972,0.01404536,0.01595394,0.01497,200000,3140,0.0157,0.01516442,0.01625419,0.0157,7.575835,0.03125,0.02921578,255,255,0.00393539,0.0294309
sequential,16384,65536,262144,64,262240,34,65536,64568,0.985229,8,4.06,4.0615,62259,1,62259,0,4.2105,262259,16.0,16,16,1.015709,2,62259,978,0.01570857,0.01476129,0.01671561,0.015709,200000,4785,0.023925,0.02326436,0.02460393,0.024095,7.626455,0.03125,0.02940809,255,255,0.00393692,0.02963599
mixed,256,1024,4096,64,4192,1,1024,1013,0.989258,8,4.0434,4.1382,972,1,972,0,4.214,200972,16.0,16,16,1.016461,2,972,16,0.01646091,0.01015732,0.02657145,0.016461,200000,5930,0.02965,0.02891561,0.03040246,0.02985,7.596125,0.03125,0.02929287,247,255,0.00395834,0.02967842
mixed,256,1024,4096,64,4192,2,1024,1011,0.987305,8,4.0514,4.1464,972,1,972,0,4.214,200972,16.0,16,16,1.030864,2,972,30,0.0308642,0.02170374,0.04371822,0.030864,200000,5873,0.029365,0.02863409,0.03011399,0.02986,7.59636,0.03125,0.02929376,246,255,0.00393753,0.0295253
mixed,256,1024,4096,64,4192,3,1024,1017,0.993164,8,4.0275,4.1219,972,1,972,0,4.214,200972,16.0,16,16,1.045267,2,972,44,0.04526749,0.03389186,0.06022329,0.045267,200000,5934,0.02967,0.02893536,0.0304227,0.03041,7.595385,0.03125,0.02929005,254,255,0.00394931,0.02960874
mixed,256,1024,4096,64,4192,5,1024,1008,0.984375,8,4.0635,4.1587,972,1,972,0,4.214,200972,16.0,16,16,1.039095,2,972,38,0.03909465,0.02861376,0.05320431,0.039095,200000,5876,0.02938,0.0286489,0.03012918,0.02997,7.59368,0.03125,0.02928358,249,255,0.00393493,0.02949578
mixed,256,1024,4096,64,4192,8,1024,1011,0.987305,8,4.0514,4.1464,972,1,972,0,4.214,200972,16.0,16,16,1.041152,2,972,40,0.04115226,0.03036512,0.05555197,0.041152,200000,5804,0.02902,0.02829332,0.02976477,0.02966,7.59629,0.03125,0.02929349,252,255,0.00392531,0.02943457
mixed,256,1024,4096,64,4192,13,1024,1000,0.976562,8,4.096,4.192,972,1,972,0,4.214,200972,16.0,16,16,1.04321,2,972,42,0.04320988,0.03212467,0.05789145,0.04321,200000,5905,0.029525,0.02879213,0.03027594,0.030145,7.59456,0.03125,0.02928692,251,255,0.00391263,0.02933417
mixed,256,1024,4096,64,4192,21,1024,1018,0.994141,8,4.0236,4.1179,972,1,972,0,4.214,200972,16.0,16,16,1.022634,2,972,22,0.02263374,0.0149938,0.03403205,0.022634,200000,5783,0.028915,0.02818962,0.02965848,0.029215,7.59582,0.03125,0.02929171,251,255,0.00392316,0.0294169
mixed,256,1024,4096,64,4192,34,1024,1021,0.99707,8,4.0118,4.1058,972,1,972,0,4.214,200972,16.0,16,16,1.037037,2,972,36,0.03703704,0.02687119,0.05084785,0.037037,200000,5994,0.02997,0.02923173,0.03072633,0.03057,7.59683,0.03125,0.02929554,252,255,0.0039351,0.02950909
mixed,512,2048,8192,64,8288,1,2048,2016,0.984375,8,4.0635,4.1111,1945,1,1945,0,4.2118,201945,16.0,16,16,1.021594,2,1945,42,0.02159383,0.01601497,0.02905871,0.021594,200000,6032,0.03016,0.02941943,0.03091862,0.030455,7.59754,0.03125,0.02929824,255,255,0.00394897,0.02961446
mixed,512,2048,8192,64,8288,2,2048,2011,0.981934,8,4.0736,4.1213,1945,1,1945,0,4.2118,201945,16.0,16,16,1.034961,3,1945,62,0.03187661,0.02494555,0.04065314,0.034961,200000,5910,0.02955,0.02881683,0.03030125,0.02994,7.6,0.03125,0.02930759,255,255,0.00393566,0.02952537
mixed,512,2048,8192,64,8288,3,2048,2029,0.990723,8,4.0375,4.0848,1945,1,1945,0,4.2118,201945,16.0,16,16,1.03599,2,1945,70,0.03598972,0.02858422,0.04522448,0.03599,200000,5835,0.029175,0.02844641,0.02992167,0.02979,7.59876,0.03125,0.02930288,255,255,0.00393942,0.0295485
mixed,512,2048,8192,64,8288,5,2048,2008,0.980469,8,4.0797,4.1275,1945,1,1945,0,4.2118,201945,16.0,16,16,1.026735,2,1945,52,0.02673522,0.02044587,0.03489031,0.026735,200000,5827,0.029135,0.02840691,0.02988118,0.02955,7.597785,0.03125,0.02929917,254,255,0.0039402,0.02955054
mixed,512,2048,8192,64,8288,8,2048,2016,0.984375,8,4.0635,4.1111,1945,1,1945,0,4.2118,201945,16.0,16,16,1.030848,2,1945,60,0.03084833,0.02404095,0.03950524,0.030848,200000,5842,0.02921,0.02848099,0.0299571,0.02975,7.59869,0.03125,0.02930261,255,255,0.00392998,0.02947829
mixed,512,2048,8192,64,8288,13,2048,1998,0.975586,8,4.1001,4.1481,1945,1,1945,0,4.2118,201945,16.0,16,16,1.040103,3,1945,75,0.03856041,0.03087319,0.04806677,0.040103,200000,5874,0.02937,0.02863902,0.03011905,0.029975,7.60014,0.03125,0.02930812,255,255,0.00391584,0.02937915
mixed,512,2048,8192,64,8288,21,2048,2001,0.977051,8,4.094,4.1419,1945,1,1945,0,4.2118,201945,16.0,16,16,1.039075,3,1945,70,0.03598972,0.02858422,0.04522448,0.039075,200000,5764,0.02882,0.02809579,0.02956231,0.02939,7.598745,0.03125,0.02930282,255,255,0.00392957,0.02947548
mixed,512,2048,8192,64,8288,34,2048,2020,0.986328,8,4.0554,4.103,1945,1,1945,0,4.2118,201945,16.0,16,16,1.034961,2,1945,68,0.03496144,0.02767169,0.04408451,0.034961,200000,5871,0.029355,0.02862421,0.03010387,0.029895,7.59467,0.03125,0.02928734,255,255,0.00394322,0.02956095
mixed,1024,4096,16384,64,16480,1,4096,4003,0.977295,8,4.0929,4.1169,3891,1,3891,0,4.2107,203891,16.0,16,16,1.031354,3,3891,119,0.0305834,0.02561904,0.03647372,0.031354,200000,5885,0.029425,0.02869335,0.03017472,0.02988,7.60003,0.03125,0.0293077,255,255,0.00394886,0.02962323
mixed,1024,4096,16384,64,16480,2,4096,3992,0.974609,8,4.1042,4.1283,3891,1,3891,0,4.2107,203891,16.0,16,16,1.027756,2,3891,108,0.02775636,0.02304207,0.03340219,0.027756,200000,5828,0.02914,0.02841184,0.02988624,0.029535,7.59881,0.03125,0.02930307,255,255,0.00393221,0.02949532
mixed,1024,4096,16384,64,16480,3,4096,4014,0.97998,8,4.0817,4.1056,3891,1,3891,0,4.2107,203891,16.0,16,16,1.03341,3,3891,124,0.03186841,0.02679451,0.03786575,0.03341,200000,5914,0.02957,0.02883658,0.03032149,0.030095,7.60068,0.03125,0.02931017,255,255,0.00394113,0.0295685
mixed,1024,4096,16384,64,16480,5,4096,4009,0.97876,8,4.0868,4.1108,3891,1,3891,0,4.2107,203891,16.0,16,16,1.037522,3,3891,143,0.03675148,0.0312818,0.04313496,0.037522,200000,5833,0.029165,0.02843654,0.02991155,0.029705,7.602095,0.03125,0.02931555,255,255,0.00393695,0.02954299
mixed,1024,4096,16384,64,16480,8,4096,4014,0.97998,8,4.0817,4.1056,3891,1,3891,0,4.2107,203891,16.0,16,16,1.031354,3,3891,119,0.0305834,0.02561904,0.03647372,0.031354,200000,5883,0.029415,0.02868347,0.0301646,0.02994,7.599745,0.03125,0.02930662,255,255,0.00392917,0.02947637
mixed,1024,4096,16384,64,16480,13,4096,3997,0.97583,8,4.0991,4.1231,3891,1,3891,0,4.2107,203891,16.0,16,16,1.027756,2,3891,108,0.02775636,0.02304207,0.03340219,0.027756,200000,5877,0.029385,0.02865384,0.03013424,0.02984,7.59965,0.03125,0.02930626,255,255,0.00392859,0.02947172
mixed,1024,4096,16384,64,16480,21,4096,4005,0.977783,8,4.0909,4.1149,3891,1,3891,0,4.2107,203891,16.0,16,16,1.027756,3,3891,105,0.02698535,0.02234161,0.03256216,0.027756,200000,5909,0.029545,0.02881189,0.03029618,0.02999,7.59893,0.03125,0.02930352,255,255,0.00393119,0.02948818
mixed,1024,4096,16384,64,16480,34,4096,3977,0.970947,8,4.1197,4.1438,3891,1,3891,0,4.2107,203891,16.0,16,16,1.031354,2,3891,122,0.03135441,0.02632403,0.03730923,0.031354,200000,5845,0.029225,0.0284958,0.02997228,0.02971,7.59957,0.03125,0.02930595,255,255,0.00394012,0.02955678
mixed,2048,8192,32768,64,32864,1,8192,7979,0.973999,8,4.1068,4.1188,7782,1,7782,0,4.2107,207782,16.0,16,16,1.027242,2,7782,212,0.02724235,0.02385216,0.03109905,0.027242,200000,5891,0.029455,0.02872299,0.03020509,0.029835,7.598395,0.03125,0.02930149,255,255,0.00393949,0.0295476
mixed,2048,8192,32768,64,32864,2,8192,8002,0.976807,8,4.095,4.107,7782,1,7782,0,4.2107,207782,16.0,16,16,1.029298,3,7782,225,0.02891288,0.02541611,0.0328745,0.029298,200000,5789,0.028945,0.02821925,0.02968885,0.02937,7.597965,0.03125,0.02929986,255,255,0.00393048,0.02947925
mixed,2048,8192,32768,64,32864,3,8192,8017,0.978638,8,4.0873,4.0993,7782,1,7782,0,4.2107,207782,16.0,16,16,1.033153,3,7782,252,0.03238242,0.02867448,0.0365518,0.033153,200000,5984,0.02992,0.02918233,0.03067573,0.030405,7.60072,0.03125,0.02931032,255,255,0.00394059,0.02956465
mixed,2048,8192,32768,64,32864,5,8192,8013,0.978149,8,4.0894,4.1013,7782,1,7782,0,4.2107,207782,16.0,16,16,1.029298,3,7782,225,0.02891288,0.02541611,0.0328745,0.029298,200000,5920,0.0296,0.02886622,0.03035185,0.02996,7.59771,0.03125,0.02929889,255,255,0.00393017,0.02947596
mixed,2048,8192,32768,64,32864,8,8192,7971,0.973022,8,4.1109,4.1229,7782,1,7782,0,4.2107,207782,16.0,16,16,1.032125,2,7782,250,0.03212542,0.02843269,0.03627984,0.032125,200000,5872,0.02936,0.02862915,0.03010893,0.02986,7.60071,0.03125,0.02931028,255,255,0.0039303,0.02948839
mixed,2048,8192,32768,64,32864,13,8192,7983,0.974487,8,4.1047,4.1167,7782,1,7782,0,4.2107,207782,16.0,16,16,1.028784,3,7782,218,0.02801336,0.02457356,0.03191892,0.028784,200000,5910,0.02955,0.02881683,0.03030125,0.029995,7.59991,0.03125,0.02930725,255,255,0.00392653,0.02945745
mixed,2048,8192,32768,64,32864,21,8192,7965,0.97229,8,4.114,4.1261,7782,1,7782,0,4.2107,207782,16.0,16,16,1.036751,3,7782,280,0.03598047,0.03206621,0.04035261,0.036751,200000,5827,0.029135,0.02840691,0.02988118,0.029665,7.59988,0.03125,0.02930713,255,255,0.00393554,0.02952407
mixed,2048,8192,32768,64,32864,34,8192,7998,0.976318,8,4.097,4.109,7782,1,7782,0,4.2107,207782,16.0,16,16,1.029555,3,7782,224,0.02878437,0.02529569,0.03273805,0.029555,200000,5741,0.028705,0.02798221,0.02944589,0.029135,7.598695,0.03125,0.02930263,255,255,0.0039377,0.02953546
mixed,4096,16384,65536,64,65632,1,16384,15964,0.974365,8,4.1052,4.1113,15564,1,15564,0,4.2107,215564,16.0,16,16,1.027885,2,15564,434,0.02788486,0.02541245,0.03059027,0.027885,200000,5823,0.029115,0.02838715,0.02986094,0.02951,7.59628,0.03125,0.02929345,255,255,0.00393793,0.02952793
mixed,4096,16384,65536,64,65632,2,16384,15970,0.974731,8,4.1037,4.1097,15564,1,15564,0,4.2107,215564,16.0,16,16,1.033025,3,15564,505,0.03244667,0.02977638,0.03534771,0.033025,200000,5857,0.029285,0.02855507,0.03003302,0.029785,7.59853,0.03125,0.029302,255,255,0.00394011,0.02955271
mixed,4096,16384,65536,64,65632,3,16384,16036,0.97876,8,4.0868,4.0928,15564,1,15564,0,4.2107,215564,16.0,16,16,1.030326,3,15564,463,0.02974814,0.02719291,0.03253543,0.030326,200000,5979,0.029895,0.02915763,0.03065043,0.030465,7.59794,0.03125,0.02929976,255,255,0.00393933,0.02954469
mixed,4096,16384,65536,64,65632,5,16384,15958,0.973999,8,4.1068,4.1128,15564,1,15564,0,4.2107,215564,16.0,16,16,1.030198,3,15564,467,0.03000514,0.02743872,0.03280351,0.030198,200000,5920,0.0296,0.02886622,0.03035185,0.029995,7.59865,0.03125,0.02930246,255,255,0.00393414,0.02950893
mixed,4096,16384,65536,64,65632,8,16384,15936,0.972656,8,4.1124,4.1185,15564,1,15564,0,4.2107,215564,16.0,16,16,1.031226,3,15564,483,0.03103315,0.02842245,0.03387529,0.031226,200000,5881,0.029405,0.0286736,0.03015448,0.029915,7.600775,0.03125,0.02931053,255,255,0.00393794,0.02954523
mixed,4096,16384,65536,64,65632,13,16384,15946,0.973267,8,4.1099,4.1159,15564,1,15564,0,4.2107,215564,16.0,16,16,1.031483,3,15564,475,0.03051915,0.02793048,0.0333395,0.031483,200000,5747,0.028735,0.02801184,0.02947626,0.029155,7.600465,0.03125,0.02930935,255,255,0.00393058,0.02948957
mixed,4096,16384,65536,64,65632,21,16384,15918,0.971558,8,4.1171,4.1231,15564,1,15564,0,4.2107,215564,16.0,16,16,1.031868,3,15564,478,0.0307119,0.02811495,0.03354045,0.031868,200000,5784,0.02892,0.02819455,0.02966354,0.02935,7.603035,0.03125,0.02931912,255,255,0.00393582,0.02953818
mixed,4096,16384,65536,64,65632,34,16384,15959,0.97406,8,4.1065,4.1125,15564,1,15564,0,4.2107,215564,16.0,16,16,1.027371,3,15564,423,0.0271781,0.02473788,0.02985167,0.027371,200000,5721,0.028605,0.02788345,0.02934466,0.029105,7.59962,0.03125,0.02930614,255,255,0.00393568,0.02952407
mixed,8192,32768,131072,64,131168,1,32768,31899,0.97348,8,4.109,4.112,31129,1,31129,0,4.2106,231129,16.0,16,16,1.028141,3,31129,870,0.02794822,0.02617465,0.02983827,0.028141,200000,5840,0.0292,0.02847111,0.02994698,0.029565,7.60278,0.03125,0.02931815,255,255,0.00393649,0.02954217
mixed,8192,32768,131072,64,131168,2,32768,31852,0.972046,8,4.115,4.118,31129,1,31129,0,4.2106,231129,16.0,16,16,1.030197,3,31129,913,0.02932956,0.02751249,0.03126279,0.030197,200000,5895,0.029475,0.02874274,0.03022533,0.029875,7.59972,0.03125,0.02930652,255,255,0.00393832,0.02954403
mixed,8192,32768,131072,64,131168,3,32768,32020,0.977173,8,4.0934,4.0964,31129,1,31129,0,4.2106,231129,16.0,16,16,1.031096,3,31129,962,0.03090366,0.02903834,0.03288474,0.031096,200000,5891,0.029455,0.02872299,0.03020509,0.029945,7.600655,0.03125,0.02931008,255,255,0.00393732,0.02954015
mixed,8192,32768,131072,64,131168,5,32768,31764,0.96936,8,4.1264,4.1295,31129,1,31129,0,4.2106,231129,16.0,16,16,1.031096,3,31129,950,0.03051817,0.02866454,0.03248765,0.031096,200000,5892,0.02946,0.02872792,0.03021015,0.02993,7.598885,0.03125,0.02930335,255,255,0.00393355,0.02950546
mixed,8192,32768,131072,64,131168,8,32768,31851,0.972015,8,4.1152,4.1182,31129,1,31129,0,4.2106,231129,16.0,16,16,1.030968,3,31129,958,0.03077516,0.02891373,0.03275239,0.030968,200000,5900,0.0295,0.02876744,0.03025064,0.02994,7.599035,0.03125,0.02930392,255,255,0.00393684,0.02953041
mixed,8192,32768,131072,64,131168,13,32768,31876,0.972778,8,4.1119,4.1149,31129,1,31129,0,4.2106,231129,16.0,16,16,1.030325,3,31129,923,0.02965081,0.02782378,0.03159391,0.030325,200000,5706,0.02853,0.02780938,0.02926873,0.02896,7.601685,0.03125,0.02931399,255,255,0.00393357,0.02951635
mixed,8192,32768,131072,64,131168,21,32768,31850,0.971985,8,4.1153,4.1183,31129,1,31129,0,4.2106,231129,16.0,16,16,1.029297,3,31129,891,0.02862283,0.02682787,0.03053411,0.029297,200000,5778,0.02889,0.02816492,0.02963317,0.02928,7.599655,0.03125,0.02930628,255,255,0.00393453,0.02951571
mixed,8192,32768,131072,64,131168,34,32768,31857,0.972198,8,4.1144,4.1174,31129,1,31129,0,4.2106,231129,16.0,16,16,1.028912,3,31129,888,0.02852645,0.02673454,0.03043472,0.028912,200000,5857,0.029285,0.02855507,0.03003302,0.0297,7.600215,0.03125,0.0293084,255,255,0.00393733,0.02953859
mixed,16384,65536,262144,64,262240,1,65536,63674,0.971588,8,4.117,4.1185,62259,1,62259,0,4.2105,262259,16.0,16,16,1.028944,3,62259,1793,0.02879905,0.02751416,0.03014209,0.028944,200000,5845,0.029225,0.0284958,0.02997228,0.029665,7.60069,0.03125,0.02931021,255,255,0.00393557,0.02952734
mixed,16384,65536,262144,64,262240,2,65536,63557,0.969803,8,4.1245,4.1261,62259,1,62259,0,4.2105,262259,16.0,16,16,1.030325,3,62259,1861,0.02989126,0.02858238,0.03125815,0.030325,200000,5972,0.02986,0.02912306,0.030615,0.030275,7.601705,0.03125,0.02931407,255,255,0.00393793,0.02954873
mixed,16384,65536,262144,64,262240,3,65536,63530,0.969391,8,4.1263,4.1278,62259,1,62259,0,4.2105,262259,16.0,16,16,1.031353,3,62259,1916,0.03077467,0.02944674,0.0321605,0.031353,200000,5998,0.02999,0.02925148,0.03074657,0.03052,7.599285,0.03125,0.02930487,255,255,0.00393741,0.02953558
mixed,16384,65536,262144,64,262240,5,65536,63559,0.969833,8,4.1244,4.1259,62259,1,62259,0,4.2105,262259,16.0,16,16,1.031481,3,62259,1936,0.03109591,0.02976112,0.03248855,0.031481,200000,5858,0.02929,0.02856,0.03003808,0.029725,7.59775,0.03125,0.02929904,255,255,0.00393346,0.02950046
mixed,16384,65536,262144,64,262240,8,65536,63703,0.972031,8,4.1151,4.1166,62259,1,62259,0,4.2105,262259,16.0,16,16,1.030196,3,62259,1862,0.02990732,0.0285981,0.03127456,0.030196,200000,5815,0.029075,0.02834764,0.02982045,0.029495,7.59814,0.03125,0.02930052,255,255,0.00393597,0.02952059
mixed,16384,65536,262144,64,262240,13,65536,63615,0.970688,8,4.1208,4.1223,62259,1,62259,0,4.2105,262259,16.0,16,16,1.030293,3,62259,1847,0.02966639,0.02836241,0.03102841,0.030293,200000,5758,0.02879,0.02806616,0.02953194,0.029195,7.600305,0.03125,0.02930875,255,255,0.00393481,0.02952029
mixed,16384,65536,262144,64,262240,21,65536,63801,0.973526,8,4.1088,4.1103,62259,1,62259,0,4.2105,262259,16.0,16,16,1.029008,3,62259,1770,0.02842962,0.02715296,0.02976448,0.029008,200000,6036,0.03018,0.02943919,0.03093886,0.030695,7.599535,0.03125,0.02930582,255,255,0.00393554,0.0295227
mixed,16384,65536,262144,64,262240,34,65536,63564,0.96991,8,4.1241,4.1256,62259,1,62259,0,4.2105,262259,16.0,16,16,1.030229,3,62259,1870,0.03003582,0.0287238,0.03140583,0.030229,200000,5799,0.028995,0.02826863,0.02973946,0.0294,7.599905,0.03125,0.02930723,255,255,0.00393578,0.0295259
