# Command: cargo run --release -p slate-kv-sim --bin wa_study_paper --capacity-sweep > docs/porposal/data/wa_study_matched.csv
# Capacity-sensitivity sweep: cap_ref_segs in {16,24,35,48,64,96,128} x u_target {0.5..0.9} x s {0.0,0.6,0.9,1.2} x 4 arms x seeds {1,2,3} = 1680 rows.
# Purpose: separate the utilisation effect from the CAPACITY effect. The original harness varied both together (its cap_segs fell 63->35 as u went 0.5->0.9).
# cap_ref_segs=35 reproduces the original harness's u=0.9 operating point and is where its 1/(1-u) bound violations live.
# Columns identical to wa_study.csv. FILTER degenerate==true BEFORE USE: at cap<=24 (and cap=35 for the 2-head arms) GC starves and WA is meaningless.
# Platform: macOS 26.5.2 / arm64 / 12 cores / 24 GiB. PURE IN-PROCESS GC MODEL - no flash backend (not FileFlash, not SimFlash), not the SLATE engine.
# Model limits: no RS(12,8) parity, no commit markers, no checkpoints, no encryption. rs_parity_factor=(RS_K+RS_M)/RS_K=1.5000 from crates/slate-kv-erasure/src/lib.rs (RS_K=8, RS_M=4, RS_N=12); column wa_steady_with_rs_parity = wa_steady*1.5.
u_target,s,gc_type,seed,capacity_matched,cap_ref_segs,cap_segs,cap_records,net_records,n_keys,live_keys,realized_u,realized_u_net,wa_all,wa_steady,bound_1_over_1_minus_u,bound_ok,bound_excess_pct,bound_net,bound_net_ok,wa_steady_with_rs_parity,degenerate,victim_live_frac,gc_calls,victims,guard_hits,starves
0.50,0.9,hot_cold_extra2,1,none,24,26,1664,1472,768,768,0.4615,0.5217,1.4157,1.4162,1.8571,true,-23.74,2.0909,true,2.1243,false,0.2951,1552,2201,0,0
0.50,0.9,hot_cold_extra2,2,none,24,26,1664,1472,768,768,0.4615,0.5217,1.4183,1.4210,1.8571,true,-23.49,2.0909,true,2.1315,false,0.2963,1553,2206,0,0
0.50,0.9,hot_cold_extra2,3,none,24,26,1664,1472,768,768,0.4615,0.5217,1.4150,1.4162,1.8571,true,-23.75,2.0909,true,2.1242,false,0.2948,1552,2200,0,0
0.60,0.9,single,1,reference,24,24,1536,1408,922,922,0.6003,0.6548,1.8850,1.8876,2.5016,true,-24.55,2.8971,true,2.8313,false,0.4708,1422,2937,0,0
0.60,0.9,single,2,reference,24,24,1536,1408,922,922,0.6003,0.6548,1.8915,1.8961,2.5016,true,-24.20,2.8971,true,2.8442,false,0.4727,1427,2947,0,0
0.60,0.9,single,3,reference,24,24,1536,1408,922,922,0.6003,0.6548,1.8868,1.8876,2.5016,true,-24.55,2.8971,true,2.8314,false,0.4713,1433,2940,0,0
0.60,0.9,hot_cold,1,gross,24,24,1536,1344,922,922,0.6003,0.6860,1.9028,1.9037,2.5016,true,-23.90,3.1848,true,2.8556,false,0.4754,1557,2967,0,0
0.60,0.9,hot_cold,2,gross,24,24,1536,1344,922,922,0.6003,0.6860,1.8966,1.8937,2.5016,true,-24.30,3.1848,true,2.8405,false,0.4739,1556,2956,0,0
0.60,0.9,hot_cold,3,gross,24,24,1536,1344,922,922,0.6003,0.6860,1.8932,1.8994,2.5016,true,-24.08,3.1848,true,2.8490,false,0.4729,1556,2951,0,0
0.60,0.9,hot_cold_net,1,net,24,25,1600,1408,922,922,0.5763,0.6548,1.7677,1.7675,2.3599,true,-25.10,2.8971,true,2.6512,false,0.4355,1555,2754,0,0
0.60,0.9,hot_cold_net,2,net,24,25,1600,1408,922,922,0.5763,0.6548,1.7698,1.7730,2.3599,true,-24.87,2.8971,true,2.6594,false,0.4363,1555,2757,0,0
0.60,0.9,hot_cold_net,3,net,24,25,1600,1408,922,922,0.5763,0.6548,1.7742,1.7846,2.3599,true,-24.38,2.8971,true,2.6768,false,0.4376,1555,2764,0,0
0.60,0.9,hot_cold_extra2,1,none,24,26,1664,1472,922,922,0.5541,0.6264,1.6790,1.6810,2.2426,true,-25.04,2.6764,true,2.5215,false,0.4059,1554,2614,0,0
0.60,0.9,hot_cold_extra2,2,none,24,26,1664,1472,922,922,0.5541,0.6264,1.6781,1.6810,2.2426,true,-25.04,2.6764,true,2.5215,false,0.4055,1554,2613,0,0
0.60,0.9,hot_cold_extra2,3,none,24,26,1664,1472,922,922,0.5541,0.6264,1.6768,1.6821,2.2426,true,-24.99,2.6764,true,2.5232,false,0.4050,1554,2611,0,0
0.70,0.9,single,1,reference,24,24,1536,1408,1075,1075,0.6999,0.7635,2.6372,2.6486,3.3319,true,-20.51,4.2282,true,3.9730,false,0.6216,1372,4115,0,0
0.70,0.9,single,2,reference,24,24,1536,1408,1075,1075,0.6999,0.7635,2.6401,2.6433,3.3319,true,-20.67,4.2282,true,3.9650,false,0.6220,1371,4120,0,0
0.70,0.9,single,3,reference,24,24,1536,1408,1075,1075,0.6999,0.7635,2.6387,2.6489,3.3319,true,-20.50,4.2282,true,3.9733,false,0.6219,1371,4117,0,0
0.70,0.9,hot_cold,1,gross,24,24,1536,1344,1075,1075,0.6999,0.7999,2.6237,2.6308,3.3319,true,-21.04,4.9963,true,3.9461,false,0.6195,1559,4095,0,0
0.70,0.9,hot_cold,2,gross,24,24,1536,1344,1075,1075,0.6999,0.7999,2.6281,2.6412,3.3319,true,-20.73,4.9963,true,3.9618,false,0.6202,1559,4102,0,0
0.70,0.9,hot_cold,3,gross,24,24,1536,1344,1075,1075,0.6999,0.7999,2.6075,2.6127,3.3319,true,-21.59,4.9963,true,3.9190,false,0.6171,1559,4070,0,0
0.70,0.9,hot_cold_net,1,net,24,25,1600,1408,1075,1075,0.6719,0.7635,2.3304,2.3335,3.0476,true,-23.43,4.2282,true,3.5002,false,0.5717,1558,3636,0,0
0.70,0.9,hot_cold_net,2,net,24,25,1600,1408,1075,1075,0.6719,0.7635,2.3336,2.3349,3.0476,true,-23.39,4.2282,true,3.5023,false,0.5723,1558,3641,0,0
0.70,0.9,hot_cold_net,3,net,24,25,1600,1408,1075,1075,0.6719,0.7635,2.3265,2.3311,3.0476,true,-23.51,4.2282,true,3.4966,false,0.5710,1558,3630,0,0
0.70,0.9,hot_cold_extra2,1,none,24,26,1664,1472,1075,1075,0.6460,0.7303,2.1167,2.1238,2.8251,true,-24.82,3.7078,true,3.1857,false,0.5286,1557,3301,0,0
0.70,0.9,hot_cold_extra2,2,none,24,26,1664,1472,1075,1075,0.6460,0.7303,2.1238,2.1289,2.8251,true,-24.64,3.7078,true,3.1934,false,0.5302,1557,3312,0,0
0.70,0.9,hot_cold_extra2,3,none,24,26,1664,1472,1075,1075,0.6460,0.7303,2.1269,2.1338,2.8251,true,-24.47,3.7078,true,3.2008,false,0.5308,1557,3317,0,0
0.80,0.9,single,1,reference,24,24,1536,1408,1229,1229,0.8001,0.8729,4.8352,4.8587,5.0033,true,-2.89,7.8659,true,7.2881,false,0.7935,1449,7552,0,0
0.80,0.9,single,2,reference,24,24,1536,1408,1229,1229,0.8001,0.8729,4.8564,4.8679,5.0033,true,-2.71,7.8659,true,7.3018,false,0.7944,1449,7585,0,0
0.80,0.9,single,3,reference,24,24,1536,1408,1229,1229,0.8001,0.8729,4.8465,4.8699,5.0033,true,-2.66,7.8659,true,7.3049,false,0.7940,1447,7569,0,0
0.80,0.9,hot_cold,1,gross,24,24,1536,1344,1229,1229,0.8001,0.9144,4.5622,4.5609,5.0033,true,-8.84,11.6870,true,6.8413,false,0.7811,1561,7126,0,0
0.80,0.9,hot_cold,2,gross,24,24,1536,1344,1229,1229,0.8001,0.9144,4.5724,4.5583,5.0033,true,-8.89,11.6870,true,6.8375,false,0.7815,1562,7143,0,0
0.80,0.9,hot_cold,3,gross,24,24,1536,1344,1229,1229,0.8001,0.9144,4.5359,4.5521,5.0033,true,-9.02,11.6870,true,6.8281,false,0.7798,1561,7085,0,0
0.80,0.9,hot_cold_net,1,net,24,25,1600,1408,1229,1229,0.7681,0.8729,3.5048,3.5047,4.3127,true,-18.73,7.8659,true,5.2571,false,0.7151,1560,5473,0,0
0.80,0.9,hot_cold_net,2,net,24,25,1600,1408,1229,1229,0.7681,0.8729,3.5183,3.5216,4.3127,true,-18.34,7.8659,true,5.2823,false,0.7162,1560,5494,0,0
0.80,0.9,hot_cold_net,3,net,24,25,1600,1408,1229,1229,0.7681,0.8729,3.5023,3.5024,4.3127,true,-18.79,7.8659,true,5.2536,false,0.7149,1560,5469,0,0
0.80,0.9,hot_cold_extra2,1,none,24,26,1664,1472,1229,1229,0.7386,0.8349,2.9851,2.9966,3.8253,true,-21.66,6.0576,true,4.4949,false,0.6656,1559,4660,0,0
0.80,0.9,hot_cold_extra2,2,none,24,26,1664,1472,1229,1229,0.7386,0.8349,2.9858,2.9967,3.8253,true,-21.66,6.0576,true,4.4951,false,0.6657,1559,4661,0,0
0.80,0.9,hot_cold_extra2,3,none,24,26,1664,1472,1229,1229,0.7386,0.8349,2.9814,2.9867,3.8253,true,-21.92,6.0576,true,4.4801,false,0.6652,1559,4654,0,0
0.90,0.9,single,1,reference,24,24,1536,1408,1382,1382,0.8997,0.9815,235.0279,236.2983,9.9740,false,2269.14,54.1538,false,354.4474,true,0.9957,3827,367230,3825,0
0.90,0.9,single,2,reference,24,24,1536,1408,1382,1382,0.8997,0.9815,235.3161,236.2983,9.9740,false,2269.14,54.1538,false,354.4474,true,0.9958,3830,367680,3830,0
0.90,0.9,single,3,reference,24,24,1536,1408,1382,1382,0.8997,0.9815,235.2655,236.2983,9.9740,false,2269.14,54.1538,false,354.4474,true,0.9958,3830,367601,3829,0
0.90,0.9,hot_cold,1,gross,24,24,1536,1344,1382,1382,0.8997,1.0283,96.1538,96.0913,9.9740,false,863.41,-35.3684,false,144.1369,true,0.9898,1603,153793,1602,0
0.90,0.9,hot_cold,2,gross,24,24,1536,1344,1382,1382,0.8997,1.0283,96.1538,96.0913,9.9740,false,863.42,-35.3684,false,144.1370,true,0.9898,1603,153793,1602,0
0.90,0.9,hot_cold,3,gross,24,24,1536,1344,1382,1382,0.8997,1.0283,96.2152,96.0912,9.9740,false,863.41,-35.3684,false,144.1367,true,0.9898,1604,153889,1603,0
0.90,0.9,hot_cold_net,1,net,24,25,1600,1408,1382,1382,0.8638,0.9815,58.0673,57.2419,7.3394,false,679.92,54.1538,false,85.8629,true,0.9828,2303,90730,740,0
0.90,0.9,hot_cold_net,2,net,24,25,1600,1408,1382,1382,0.8638,0.9815,58.5453,56.4624,7.3394,false,669.30,54.1538,false,84.6936,true,0.9829,2311,91477,748,0
0.90,0.9,hot_cold_net,3,net,24,25,1600,1408,1382,1382,0.8638,0.9815,60.6761,60.9864,7.3394,false,730.94,54.1538,false,91.4797,true,0.9835,2345,94806,782,0
0.90,0.9,hot_cold_extra2,1,none,24,26,1664,1472,1382,1382,0.8305,0.9389,5.8883,5.9638,5.9007,false,1.07,16.3556,true,8.9456,false,0.8303,1562,9199,0,0
0.90,0.9,hot_cold_extra2,2,none,24,26,1664,1472,1382,1382,0.8305,0.9389,5.8768,5.8640,5.9007,true,-0.62,16.3556,true,8.7961,false,0.8300,1562,9181,0,0
0.90,0.9,hot_cold_extra2,3,none,24,26,1664,1472,1382,1382,0.8305,0.9389,5.9836,6.0393,5.9007,false,2.35,16.3556,true,9.0590,false,0.8330,1562,9348,0,0
0.50,1.2,single,1,reference,24,24,1536,1408,768,768,0.5000,0.5455,1.5849,1.5979,2.0000,true,-20.10,2.2000,true,2.3969,false,0.3706,1233,2466,0,0
0.50,1.2,single,2,reference,24,24,1536,1408,768,768,0.5000,0.5455,1.5884,1.5987,2.0000,true,-20.06,2.2000,true,2.3981,false,0.3719,1236,2472,0,0
0.50,1.2,single,3,reference,24,24,1536,1408,768,768,0.5000,0.5455,1.5833,1.5942,2.0000,true,-20.29,2.2000,true,2.3914,false,0.3699,1232,2464,0,0
0.50,1.2,hot_cold,1,gross,24,24,1536,1344,768,768,0.5000,0.5714,1.5155,1.5232,2.0000,true,-23.84,2.3333,true,2.2848,false,0.3415,1554,2359,0,0
0.50,1.2,hot_cold,2,gross,24,24,1536,1344,768,768,0.5000,0.5714,1.5137,1.5182,2.0000,true,-24.09,2.3333,true,2.2773,false,0.3407,1554,2356,0,0
0.50,1.2,hot_cold,3,gross,24,24,1536,1344,768,768,0.5000,0.5714,1.5158,1.5241,2.0000,true,-23.79,2.3333,true,2.2862,false,0.3416,1554,2359,0,0
0.50,1.2,hot_cold_net,1,net,24,25,1600,1408,768,768,0.4800,0.5455,1.4675,1.4783,1.9231,true,-23.13,2.2000,true,2.2174,false,0.3199,1553,2283,0,0
0.50,1.2,hot_cold_net,2,net,24,25,1600,1408,768,768,0.4800,0.5455,1.4684,1.4801,1.9231,true,-23.03,2.2000,true,2.2202,false,0.3204,1553,2284,0,0
0.50,1.2,hot_cold_net,3,net,24,25,1600,1408,768,768,0.4800,0.5455,1.4683,1.4765,1.9231,true,-23.22,2.2000,true,2.2148,false,0.3204,1553,2284,0,0
0.50,1.2,hot_cold_extra2,1,none,24,26,1664,1472,768,768,0.4615,0.5217,1.4248,1.4344,1.8571,true,-22.76,2.0909,true,2.1516,false,0.2997,1552,2215,0,0
0.50,1.2,hot_cold_extra2,2,none,24,26,1664,1472,768,768,0.4615,0.5217,1.4265,1.4348,1.8571,true,-22.74,2.0909,true,2.1522,false,0.3005,1552,2218,0,0
0.50,1.2,hot_cold_extra2,3,none,24,26,1664,1472,768,768,0.4615,0.5217,1.4288,1.4381,1.8571,true,-22.56,2.0909,true,2.1572,false,0.3017,1552,2221,0,0
0.60,1.2,single,1,reference,24,24,1536,1408,922,922,0.6003,0.6548,1.9569,1.9830,2.5016,true,-20.73,2.8971,true,2.9745,false,0.4902,1288,3050,0,0
0.60,1.2,single,2,reference,24,24,1536,1408,922,922,0.6003,0.6548,1.9453,1.9495,2.5016,true,-22.07,2.8971,true,2.9242,false,0.4871,1285,3032,0,0
0.60,1.2,single,3,reference,24,24,1536,1408,922,922,0.6003,0.6548,1.9457,1.9797,2.5016,true,-20.86,2.8971,true,2.9696,false,0.4873,1296,3032,0,0
0.60,1.2,hot_cold,1,gross,24,24,1536,1344,922,922,0.6003,0.6860,1.7634,1.7787,2.5016,true,-28.90,3.1848,true,2.6680,false,0.4341,1556,2748,0,0
0.60,1.2,hot_cold,2,gross,24,24,1536,1344,922,922,0.6003,0.6860,1.7558,1.7606,2.5016,true,-29.62,3.1848,true,2.6408,false,0.4316,1556,2736,0,0
0.60,1.2,hot_cold,3,gross,24,24,1536,1344,922,922,0.6003,0.6860,1.7588,1.7692,2.5016,true,-29.28,3.1848,true,2.6538,false,0.4325,1556,2741,0,0
0.60,1.2,hot_cold_net,1,net,24,25,1600,1408,922,922,0.5763,0.6548,1.6929,1.7087,2.3599,true,-27.59,2.8971,true,2.5631,false,0.4106,1555,2637,0,0
0.60,1.2,hot_cold_net,2,net,24,25,1600,1408,922,922,0.5763,0.6548,1.6923,1.7025,2.3599,true,-27.86,2.8971,true,2.5537,false,0.4103,1555,2636,0,0
0.60,1.2,hot_cold_net,3,net,24,25,1600,1408,922,922,0.5763,0.6548,1.6918,1.7044,2.3599,true,-27.78,2.8971,true,2.5566,false,0.4102,1555,2635,0,0
0.60,1.2,hot_cold_extra2,1,none,24,26,1664,1472,922,922,0.5541,0.6264,1.6316,1.6441,2.2426,true,-26.69,2.6764,true,2.4661,false,0.3885,1554,2540,0,0
0.60,1.2,hot_cold_extra2,2,none,24,26,1664,1472,922,922,0.5541,0.6264,1.6328,1.6402,2.2426,true,-26.86,2.6764,true,2.4603,false,0.3890,1554,2542,0,0
0.60,1.2,hot_cold_extra2,3,none,24,26,1664,1472,922,922,0.5541,0.6264,1.6328,1.6436,2.2426,true,-26.71,2.6764,true,2.4654,false,0.3889,1554,2542,0,0
0.70,1.2,single,1,reference,24,24,1536,1408,1075,1075,0.6999,0.7635,2.7590,2.7780,3.3319,true,-16.62,4.2282,true,4.1671,false,0.6384,1409,4305,0,0
0.70,1.2,single,2,reference,24,24,1536,1408,1075,1075,0.6999,0.7635,2.7540,2.7710,3.3319,true,-16.83,4.2282,true,4.1565,false,0.6378,1414,4297,0,0
0.70,1.2,single,3,reference,24,24,1536,1408,1075,1075,0.6999,0.7635,2.7563,2.7797,3.3319,true,-16.57,4.2282,true,4.1696,false,0.6380,1411,4301,0,0
0.70,1.2,hot_cold,1,gross,24,24,1536,1344,1075,1075,0.6999,0.7999,2.1801,2.1996,3.3319,true,-33.98,4.9963,true,3.2994,false,0.5420,1559,3402,0,0
0.70,1.2,hot_cold,2,gross,24,24,1536,1344,1075,1075,0.6999,0.7999,2.1717,2.1762,3.3319,true,-34.68,4.9963,true,3.2644,false,0.5402,1559,3389,0,0
0.70,1.2,hot_cold,3,gross,24,24,1536,1344,1075,1075,0.6999,0.7999,2.1691,2.1875,3.3319,true,-34.35,4.9963,true,3.2812,false,0.5397,1559,3385,0,0
0.70,1.2,hot_cold_net,1,net,24,25,1600,1408,1075,1075,0.6719,0.7635,2.0117,2.0264,3.0476,true,-33.51,4.2282,true,3.0396,false,0.5037,1558,3138,0,0
0.70,1.2,hot_cold_net,2,net,24,25,1600,1408,1075,1075,0.6719,0.7635,2.0027,2.0136,3.0476,true,-33.93,4.2282,true,3.0204,false,0.5015,1558,3124,0,0
0.70,1.2,hot_cold_net,3,net,24,25,1600,1408,1075,1075,0.6719,0.7635,2.0054,2.0177,3.0476,true,-33.79,4.2282,true,3.0266,false,0.5022,1558,3128,0,0
0.70,1.2,hot_cold_extra2,1,none,24,26,1664,1472,1075,1075,0.6460,0.7303,1.9036,1.9205,2.8251,true,-32.02,3.7078,true,2.8808,false,0.4757,1557,2968,0,0
0.70,1.2,hot_cold_extra2,2,none,24,26,1664,1472,1075,1075,0.6460,0.7303,1.8945,1.9073,2.8251,true,-32.49,3.7078,true,2.8609,false,0.4732,1557,2954,0,0
0.70,1.2,hot_cold_extra2,3,none,24,26,1664,1472,1075,1075,0.6460,0.7303,1.8920,1.9025,2.8251,true,-32.66,3.7078,true,2.8537,false,0.4725,1557,2950,0,0
0.80,1.2,single,1,reference,24,24,1536,1408,1229,1229,0.8001,0.8729,4.1368,4.1519,5.0033,true,-17.02,7.8659,true,6.2278,false,0.7587,1457,6460,0,0
0.80,1.2,single,2,reference,24,24,1536,1408,1229,1229,0.8001,0.8729,4.1414,4.1590,5.0033,true,-16.87,7.8659,true,6.2386,false,0.7589,1457,6468,0,0
0.80,1.2,single,3,reference,24,24,1536,1408,1229,1229,0.8001,0.8729,4.1392,4.1615,5.0033,true,-16.82,7.8659,true,6.2423,false,0.7588,1457,6464,0,0
0.80,1.2,hot_cold,1,gross,24,24,1536,1344,1229,1229,0.8001,0.9144,3.5849,3.6022,5.0033,true,-28.00,11.6870,true,5.4033,false,0.7214,1561,5599,0,0
0.80,1.2,hot_cold,2,gross,24,24,1536,1344,1229,1229,0.8001,0.9144,3.5676,3.5831,5.0033,true,-28.39,11.6870,true,5.3746,false,0.7200,1561,5572,0,0
0.80,1.2,hot_cold,3,gross,24,24,1536,1344,1229,1229,0.8001,0.9144,3.5600,3.5766,5.0033,true,-28.51,11.6870,true,5.3650,false,0.7194,1561,5560,0,0
0.80,1.2,hot_cold_net,1,net,24,25,1600,1408,1229,1229,0.7681,0.8729,2.7824,2.8062,4.3127,true,-34.93,7.8659,true,4.2093,false,0.6411,1560,4344,0,0
0.80,1.2,hot_cold_net,2,net,24,25,1600,1408,1229,1229,0.7681,0.8729,2.7894,2.8022,4.3127,true,-35.02,7.8659,true,4.2034,false,0.6420,1560,4355,0,0
0.80,1.2,hot_cold_net,3,net,24,25,1600,1408,1229,1229,0.7681,0.8729,2.7753,2.7907,4.3127,true,-35.29,7.8659,true,4.1861,false,0.6402,1560,4333,0,0
0.80,1.2,hot_cold_extra2,1,none,24,26,1664,1472,1229,1229,0.7386,0.8349,2.4258,2.4463,3.8253,true,-36.05,6.0576,true,3.6695,false,0.5885,1559,3786,0,0
0.80,1.2,hot_cold_extra2,2,none,24,26,1664,1472,1229,1229,0.7386,0.8349,2.4150,2.4274,3.8253,true,-36.54,6.0576,true,3.6411,false,0.5866,1559,3769,0,0
0.80,1.2,hot_cold_extra2,3,none,24,26,1664,1472,1229,1229,0.7386,0.8349,2.4169,2.4272,3.8253,true,-36.55,6.0576,true,3.6409,false,0.5869,1559,3772,0,0
0.90,1.2,single,1,reference,24,24,1536,1408,1382,1382,0.8997,0.9815,235.2621,236.4206,9.9740,false,2270.36,54.1538,false,354.6310,true,0.9958,3830,367596,3829,0
0.90,1.2,single,2,reference,24,24,1536,1408,1382,1382,0.8997,0.9815,235.3159,236.2983,9.9740,false,2269.14,54.1538,false,354.4474,true,0.9958,3830,367680,3830,0
0.90,1.2,single,3,reference,24,24,1536,1408,1382,1382,0.8997,0.9815,235.3775,236.2983,9.9740,false,2269.14,54.1538,false,354.4474,true,0.9958,3831,367776,3831,0
0.90,1.2,hot_cold,1,gross,24,24,1536,1344,1382,1382,0.8997,1.0283,102.1136,101.3756,9.9740,false,916.40,-35.3684,false,152.0634,true,0.9904,1700,163105,1699,0
0.90,1.2,hot_cold,2,gross,24,24,1536,1344,1382,1382,0.8997,1.0283,101.9293,101.8666,9.9740,false,921.32,-35.3684,false,152.7999,true,0.9904,1697,162817,1696,0
0.90,1.2,hot_cold,3,gross,24,24,1536,1344,1382,1382,0.8997,1.0283,101.4378,102.1123,9.9740,false,923.78,-35.3684,false,153.1685,true,0.9904,1689,162049,1688,0
0.90,1.2,hot_cold_net,1,net,24,25,1600,1408,1382,1382,0.8638,0.9815,102.1328,102.1769,7.3394,false,1292.16,54.1538,false,153.2654,true,0.9902,1833,159582,1559,0
0.90,1.2,hot_cold_net,2,net,24,25,1600,1408,1382,1382,0.8638,0.9815,101.9697,101.7668,7.3394,false,1286.57,54.1538,false,152.6502,true,0.9902,1829,159327,1557,0
0.90,1.2,hot_cold_net,3,net,24,25,1600,1408,1382,1382,0.8638,0.9815,102.0061,102.3850,7.3394,false,1295.00,54.1538,false,153.5775,true,0.9902,1820,159384,1559,0
0.90,1.2,hot_cold_extra2,1,none,24,26,1664,1472,1382,1382,0.8305,0.9389,4.7049,4.7082,5.9007,true,-20.21,16.3556,true,7.0623,false,0.7875,1563,7351,0,0
0.90,1.2,hot_cold_extra2,2,none,24,26,1664,1472,1382,1382,0.8305,0.9389,4.6588,4.6530,5.9007,true,-21.14,16.3556,true,6.9796,false,0.7855,1562,7278,0,0
0.90,1.2,hot_cold_extra2,3,none,24,26,1664,1472,1382,1382,0.8305,0.9389,4.6896,4.6929,5.9007,true,-20.47,16.3556,true,7.0393,false,0.7868,1563,7327,0,0
0.50,0.0,single,1,reference,35,35,2240,2112,1120,1120,0.5000,0.5303,1.3219,1.3267,2.0000,true,-33.67,2.1290,true,1.9900,false,0.2454,1025,2050,0,0
0.50,0.0,single,2,reference,35,35,2240,2112,1120,1120,0.5000,0.5303,1.3187,1.3220,2.0000,true,-33.90,2.1290,true,1.9830,false,0.2436,1022,2044,0,0
0.50,0.0,single,3,reference,35,35,2240,2112,1120,1120,0.5000,0.5303,1.3204,1.3259,2.0000,true,-33.71,2.1290,true,1.9888,false,0.2445,1024,2048,0,0
0.50,0.0,hot_cold,1,gross,35,35,2240,2048,1120,1120,0.5000,0.5469,1.3255,1.3292,2.0000,true,-33.54,2.2069,true,1.9939,false,0.2473,1548,2056,0,0
0.50,0.0,hot_cold,2,gross,35,35,2240,2048,1120,1120,0.5000,0.5469,1.3235,1.3270,2.0000,true,-33.65,2.2069,true,1.9906,false,0.2462,1548,2053,0,0
0.50,0.0,hot_cold,3,gross,35,35,2240,2048,1120,1120,0.5000,0.5469,1.3261,1.3317,2.0000,true,-33.42,2.2069,true,1.9975,false,0.2477,1548,2057,0,0
0.50,0.0,hot_cold_net,1,net,35,36,2304,2112,1120,1120,0.4861,0.5303,1.2930,1.2973,1.9459,true,-33.33,2.1290,true,1.9459,false,0.2284,1547,2004,0,0
0.50,0.0,hot_cold_net,2,net,35,36,2304,2112,1120,1120,0.4861,0.5303,1.2908,1.2954,1.9459,true,-33.43,2.1290,true,1.9431,false,0.2271,1547,2001,0,0
0.50,0.0,hot_cold_net,3,net,35,36,2304,2112,1120,1120,0.4861,0.5303,1.2940,1.2977,1.9459,true,-33.31,2.1290,true,1.9466,false,0.2290,1547,2006,0,0
0.50,0.0,hot_cold_extra2,1,none,35,37,2368,2176,1120,1120,0.4730,0.5147,1.2648,1.2677,1.8974,true,-33.19,2.0606,true,1.9015,false,0.2112,1546,1959,0,0
0.50,0.0,hot_cold_extra2,2,none,35,37,2368,2176,1120,1120,0.4730,0.5147,1.2614,1.2637,1.8974,true,-33.40,2.0606,true,1.8956,false,0.2091,1546,1954,0,0
0.50,0.0,hot_cold_extra2,3,none,35,37,2368,2176,1120,1120,0.4730,0.5147,1.2653,1.2688,1.8974,true,-33.13,2.0606,true,1.9033,false,0.2115,1546,1960,0,0
0.60,0.0,single,1,reference,35,35,2240,2112,1344,1344,0.6000,0.6364,1.6091,1.6153,2.5000,true,-35.39,2.7500,true,2.4229,false,0.3804,1251,2502,0,0
0.60,0.0,single,2,reference,35,35,2240,2112,1344,1344,0.6000,0.6364,1.6068,1.6127,2.5000,true,-35.49,2.7500,true,2.4190,false,0.3796,1249,2498,0,0
0.60,0.0,single,3,reference,35,35,2240,2112,1344,1344,0.6000,0.6364,1.6132,1.6183,2.5000,true,-35.27,2.7500,true,2.4275,false,0.3820,1254,2508,0,0
0.60,0.0,hot_cold,1,gross,35,35,2240,2048,1344,1344,0.6000,0.6562,1.6291,1.6338,2.5000,true,-34.65,2.9091,true,2.4507,false,0.3879,1552,2534,0,0
0.60,0.0,hot_cold,2,gross,35,35,2240,2048,1344,1344,0.6000,0.6562,1.6249,1.6304,2.5000,true,-34.78,2.9091,true,2.4456,false,0.3862,1552,2528,0,0
0.60,0.0,hot_cold,3,gross,35,35,2240,2048,1344,1344,0.6000,0.6562,1.6290,1.6339,2.5000,true,-34.64,2.9091,true,2.4509,false,0.3879,1552,2534,0,0
0.60,0.0,hot_cold_net,1,net,35,36,2304,2112,1344,1344,0.5833,0.6364,1.5568,1.5613,2.4000,true,-34.95,2.7500,true,2.3419,false,0.3595,1551,2420,0,0
0.60,0.0,hot_cold_net,2,net,35,36,2304,2112,1344,1344,0.5833,0.6364,1.5542,1.5587,2.4000,true,-35.05,2.7500,true,2.3381,false,0.3584,1551,2416,0,0
0.60,0.0,hot_cold_net,3,net,35,36,2304,2112,1344,1344,0.5833,0.6364,1.5585,1.5634,2.4000,true,-34.86,2.7500,true,2.3451,false,0.3601,1551,2423,0,0
0.60,0.0,hot_cold_extra2,1,none,35,37,2368,2176,1344,1344,0.5676,0.6176,1.4991,1.5044,2.3125,true,-34.95,2.6154,true,2.2565,false,0.3348,1550,2329,0,0
0.60,0.0,hot_cold_extra2,2,none,35,37,2368,2176,1344,1344,0.5676,0.6176,1.4982,1.5017,2.3125,true,-35.06,2.6154,true,2.2525,false,0.3344,1550,2328,0,0
0.60,0.0,hot_cold_extra2,3,none,35,37,2368,2176,1344,1344,0.5676,0.6176,1.4984,1.5034,2.3125,true,-34.99,2.6154,true,2.2552,false,0.3345,1550,2328,0,0
0.70,0.0,single,1,reference,35,35,2240,2112,1568,1568,0.7000,0.7424,2.1975,2.2071,3.3333,true,-33.79,3.8824,true,3.3106,false,0.5463,1159,3425,0,0
0.70,0.0,single,2,reference,35,35,2240,2112,1568,1568,0.7000,0.7424,2.2032,2.2128,3.3333,true,-33.61,3.8824,true,3.3193,false,0.5476,1161,3433,0,0
0.70,0.0,single,3,reference,35,35,2240,2112,1568,1568,0.7000,0.7424,2.1993,2.2050,3.3333,true,-33.85,3.8824,true,3.3076,false,0.5468,1157,3427,0,0
0.70,0.0,hot_cold,1,gross,35,35,2240,2048,1568,1568,0.7000,0.7656,2.2147,2.2161,3.3333,true,-33.52,4.2667,true,3.3242,false,0.5498,1555,3452,0,0
